,ID,Country,Province/State,Study Pop Size (N),Positive/negative cases,Mean Age,% Male,% White or European,% African American,% Asian,% Hispanic or Latino,% Multiple ethnicities or other,Smoking history,Hypertension,Diabetes,Cardiovascular Disease (incl. CAD),Chronic obstructive lung (COPD),Cancer (Any),Liver Disease (any),Cerebrovascular Disease,Chronic kidney/renal disease,Other,Fever (temperature ≥37·3°C),Respiratory rate > 24 breaths per min,Cough,Shortness of Breath (dyspnoea),Headache,Sputum (/Expectoration),Myalgia (Muscle Pain),Fatigue,Upper air-way congestion,Diarrhoea,Nausea or Vomiting,Loss of Appetite/Anorexia,Sore Throat/Stuffy Nose,Chills,Chest Pain,Loss of smell/taste,Disease Severity Asymptomatic,Mortality,Mortality_bin
606,13,China,Nationwide,926,Positive only,45,0.58,0.0,0.0,1.0,0.0,0.0,0.12,0.13,0.06,0.02,0.01,0.01,0.0,0.01,0.01,0.0,0.88,0.0,0.67,0.15,0.13,0.33,0.15,0.38,0.05,0.04,0.05,0.0,0.14,0.11,0.0,0.0,0.0,0.0,0
607,13,China,Nationwide,173,Positive only,51,0.58,0.0,0.0,1.0,0.0,0.0,0.17,0.24,0.16,0.06,0.04,0.02,0.0,0.02,0.02,0.0,0.92,0.0,0.71,0.38,0.15,0.35,0.17,0.4,0.04,0.06,0.07,0.0,0.13,0.15,0.0,0.0,0.0,0.08,0
608,13,China,Nationwide,67,Positive and Negative/Unconfirmed,62,0.67,0.0,0.0,1.0,0.0,0.0,0.26,0.36,0.27,0.09,0.1,0.02,0.0,0.06,0.03,0.0,0.88,0.0,0.69,0.54,0.12,0.3,0.09,0.33,0.03,0.06,0.05,0.0,0.09,0.12,0.0,0.0,0.0,0.22,1
609,13,China,Nationwide,1032,Positive and Negative/Unconfirmed,46,0.58,0.0,0.0,1.0,0.0,0.0,0.12,0.14,0.06,0.02,0.01,0.01,0.0,0.01,0.01,0.0,0.89,0.0,0.68,0.16,0.14,0.34,0.15,0.39,0.05,0.04,0.05,0.0,0.14,0.11,0.0,0.0,0.0,0.0,0
610,16,China,Wuhan,41,Positive only,49,0.73,0.0,0.0,1.0,0.0,0.0,0.07,0.15,0.2,0.15,0.02,0.02,0.02,0.0,0.0,0.02,0.98,0.29,0.76,0.55,0.0,0.28,0.44,0.44,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,1
611,16,China,Wuhan,13,Positive only,50,0.85,0.0,0.0,1.0,0.0,0.0,0.0,0.15,0.08,0.23,0.08,0.0,0.0,0.0,0.0,0.0,1.0,0.62,0.85,0.92,0.0,0.38,0.54,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,1
612,16,China,Wuhan,28,Positive only,49,0.68,0.0,0.0,1.0,0.0,0.0,0.11,0.14,0.25,0.11,0.0,0.04,0.04,0.0,0.0,0.04,0.96,0.14,0.71,0.37,0.0,0.23,0.39,0.39,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0
613,17,China,Wuhan,99,Positive only,56,0.68,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.12,0.0,0.01,0.01,0.0,0.0,0.0,0.17,0.83,0.0,0.82,0.31,0.08,0.0,0.11,0.0,0.0,0.02,0.01,0.0,0.05,0.0,0.0,0.0,0.0,0.11,0
614,19,China,Wuhan,138,Positive only,56,0.54,0.0,0.0,1.0,0.0,0.0,0.0,0.31,0.1,0.15,0.03,0.07,0.03,0.05,0.03,0.01,0.99,0.0,0.59,0.31,0.07,0.27,0.35,0.7,0.0,0.1,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.04,0
615,19,China,Wuhan,36,Positive only,66,0.61,0.0,0.0,1.0,0.0,0.0,0.0,0.58,0.22,0.25,0.08,0.11,0.0,0.17,0.06,0.0,1.0,0.0,0.58,0.64,0.08,0.22,0.33,0.81,0.0,0.17,0.11,0.67,0.0,0.0,0.0,0.0,0.0,0.17,1
616,19,China,Wuhan,102,Positive only,51,0.52,0.0,0.0,1.0,0.0,0.0,0.0,0.22,0.06,0.11,0.01,0.06,0.04,0.01,0.02,0.02,0.98,0.0,0.6,0.2,0.06,0.28,0.35,0.66,0.0,0.08,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0
617,22,China,Northeast Chongqing,135,Positive only,46,0.53,0.0,0.0,1.0,0.0,0.0,0.07,0.1,0.09,0.05,0.0,0.03,0.02,0.0,0.0,0.0,0.89,0.0,0.77,0.13,0.33,0.09,0.33,0.33,0.0,0.13,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0
618,22,China,Northeast Chongqing,95,Positive only,42,0.55,0.0,0.0,1.0,0.0,0.0,0.08,0.09,0.03,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.9,0.0,0.71,0.1,0.24,0.05,0.26,0.26,0.0,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
619,22,China,Northeast Chongqing,40,Positive only,60,0.53,0.0,0.0,1.0,0.0,0.0,0.03,0.1,0.23,0.15,0.1,0.08,0.03,0.0,0.0,0.0,0.85,0.0,0.88,0.19,0.28,0.18,0.48,0.48,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0
620,23,China,Wuhan,17,Positive only,45,0.53,0.0,0.0,1.0,0.0,0.0,0.18,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.71,0.0,0.77,0.0,0.0,0.18,0.24,0.47,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
621,23,China,Wuhan,5,Positive only,35,0.8,0.0,0.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.0,0.6,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
622,23,China,Wuhan,12,Positive only,49,0.42,0.0,0.0,1.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.67,0.0,0.83,0.0,0.0,0.25,0.17,0.42,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
623,24,China,Wuhan,48,Positive and Negative/Unconfirmed,71,0.69,0.0,0.0,1.0,0.0,0.0,0.0,0.67,0.21,0.27,0.0,0.0,0.0,0.0,0.1,0.15,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,1
624,24,China,Wuhan,17,Positive only,79,0.71,0.0,0.0,1.0,0.0,0.0,0.0,0.71,0.29,0.24,0.0,0.0,0.0,0.0,0.29,0.18,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
625,24,China,Wuhan,31,Positive and Negative/Unconfirmed,66,0.68,0.0,0.0,1.0,0.0,0.0,0.0,0.65,0.16,0.29,0.0,0.0,0.0,0.0,0.0,0.13,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
626,25,USA,Washington,21,Positive only,70,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.0,0.0,0.0,0.48,0.43,0.52,0.0,0.48,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1
627,26,Singapore,Singapore,18,Positive only,50,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.28,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.83,0.11,0.0,0.0,0.0,0.0,0.0,0.17,0.22,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0
628,26,Singapore,Singapore,12,Positive only,41,0.58,0.0,0.0,1.0,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.83,0.08,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0
629,26,Singapore,Singapore,6,Positive only,59,0.33,0.0,0.0,1.0,0.0,0.0,0.0,0.67,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.83,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0
630,28,China,Wuhan,201,Positive only,51,0.64,0.0,0.0,1.0,0.0,0.0,0.0,0.19,0.11,0.04,0.03,0.01,0.04,0.0,0.01,0.07,0.94,0.0,0.81,0.0,0.0,0.0,0.32,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,1
631,28,China,Wuhan,84,Positive only,59,0.71,0.0,0.0,1.0,0.0,0.0,0.0,0.27,0.19,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.81,0.0,0.0,0.0,0.32,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,1
632,28,China,Wuhan,117,Positive only,47,0.58,0.0,0.0,1.0,0.0,0.0,0.0,0.14,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.82,0.0,0.0,0.0,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
633,32,China,Beijing,262,Positive only,16,0.49,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.46,0.07,0.07,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0
634,32,China,Beijing,46,Positive only,20,0.57,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.54,0.33,0.07,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0
635,32,China,Beijing,216,Positive only,15,0.47,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.44,0.01,0.07,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
636,38,China,Shanghai,249,Positive only,51,0.51,0.0,0.0,1.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.87,0.0,0.37,0.08,0.11,0.0,0.0,0.16,0.0,0.03,0.0,0.03,0.06,0.0,0.0,0.0,0.03,0.01,0
637,40,China,Changzhou,15,Positive only,38,0.67,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.33,0.13,0.0,0.2,0.27,0.07,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
638,40,China,Changzhou,17,Positive only,36,0.41,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.06,0.12,0.0,0.0,0.0,0.0,0.06,0.0,0.59,0.0,0.53,0.06,0.0,0.35,0.12,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
639,40,China,Changzhou,19,Positive only,51,0.42,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16,0.16,0.05,0.0,0.05,0.0,0.0,0.05,0.68,0.0,0.47,0.05,0.0,0.21,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
640,42,China,Shandong,537,Positive only,0,0.56,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.36,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
641,44,China,Hubei,463,Positive only,17,0.53,0.0,0.0,1.0,0.0,0.0,0.0,0.23,0.09,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.77,0.42,0.13,0.32,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
642,44,China,Hubei,282,Positive only,50,0.51,0.0,0.0,1.0,0.0,0.0,0.0,0.19,0.07,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.75,0.4,0.05,0.29,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
643,44,China,Hubei,181,Positive only,55,0.55,0.0,0.0,1.0,0.0,0.0,0.0,0.29,0.11,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.8,0.45,0.06,0.35,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
644,47,China,Chongqing,223,Positive only,47,0.47,0.0,0.0,1.0,0.0,0.0,0.16,0.11,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.53,0.03,0.51,0.07,0.05,0.12,0.05,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
645,47,China,Chongqing,192,Positive only,45,0.45,0.0,0.0,1.0,0.0,0.0,0.16,0.11,0.05,0.01,0.01,0.0,0.0,0.0,0.0,0.04,0.48,0.01,0.5,0.0,0.05,0.1,0.05,0.05,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
646,47,China,Chongqing,31,Positive only,56,0.58,0.0,0.0,1.0,0.0,0.0,0.16,0.13,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.87,0.16,0.58,0.48,0.03,0.23,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
647,54,China,Various,9,Positive only,1,0.22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.22,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0
648,59,China,Wuhan,82,Positive only,73,0.66,0.0,0.0,1.0,0.0,0.0,0.0,0.56,0.18,0.21,0.15,0.07,0.02,0.12,0.07,0.12,0.78,0.0,0.65,0.63,0.0,0.0,0.0,0.46,0.0,0.12,0.02,0.0,0.05,0.0,0.0,0.0,0.0,1.0,1
649,60,China,Jiangxi,11,Positive only,0,0.36,0.0,0.0,1.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.36,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
650,60,China,Jiangxi,2,Positive only,31,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
651,60,China,Jiangxi,9,Positive only,43,0.33,0.0,0.0,1.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.33,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
652,61,China,Two provinces,62,Positive only,15,0.52,0.0,0.0,1.0,0.0,0.0,0.25,0.14,0.05,0.02,0.03,0.01,0.03,0.01,0.0,0.0,0.79,0.0,0.6,0.05,0.08,0.16,0.24,0.24,0.05,0.11,0.0,0.0,0.08,0.0,0.0,0.0,0.05,0.0,0
653,63,China,Wuhan,403,Positive only,56,0.48,0.0,0.0,1.0,0.0,0.0,0.07,0.28,0.14,0.09,0.07,0.0,0.0,0.1,0.02,0.1,0.79,0.0,0.1,0.02,0.0,0.0,0.01,0.04,0.0,0.01,0.01,0.0,0.02,0.0,0.0,0.0,0.0,0.25,1
654,63,China,Wuhan,100,Positive only,71,0.57,0.0,0.0,1.0,0.0,0.0,0.09,0.6,0.25,0.16,0.17,0.0,0.0,0.22,0.03,0.22,0.87,0.0,0.04,0.02,0.0,0.0,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
655,63,China,Wuhan,303,Positive only,49,0.45,0.0,0.0,1.0,0.0,0.0,0.07,0.18,0.11,0.07,0.04,0.0,0.0,0.06,0.01,0.06,0.77,0.0,0.12,0.02,0.0,0.0,0.01,0.04,0.0,0.01,0.01,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0
656,64,China,Qingdao/Wuhan,74,Positive only,6,0.59,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.32,0.03,0.03,0.03,0.0,0.07,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.41,0.0,0
657,67,China,Wuhan,82,Positive only,3,0.62,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.62,0.0,0.62,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0
658,69,China,Shenzhen,6,Positive only,46,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.33,0.17,0.0,0.0,0.17,0.0,0.0,0.0,0.17,0.83,0.0,0.83,0.0,0.0,0.0,0.5,0.5,0.17,0.33,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0
659,69,China,Shenzhen,1,Positive only,65,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
660,69,China,Shenzhen,1,Positive only,66,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
661,69,China,Shenzhen,1,Positive only,37,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
662,69,China,Shenzhen,1,Positive only,36,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
663,69,China,Shenzhen,1,Positive only,10,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
664,69,China,Shenzhen,1,Positive only,63,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
665,70,China,Wuhan,101,Positive only,70,0.59,0.0,0.0,1.0,0.0,0.0,0.0,0.58,0.22,0.24,0.14,0.07,0.18,0.13,0.11,0.0,0.81,0.0,0.55,0.58,0.05,0.0,0.06,0.36,0.0,0.1,0.03,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
666,70,China,Wuhan,48,Positive only,70,0.58,0.0,0.0,1.0,0.0,0.0,0.0,0.54,0.19,0.19,0.08,0.06,0.19,0.08,0.04,0.0,0.79,0.0,0.48,0.58,0.02,0.0,0.02,0.4,0.0,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
667,70,China,Wuhan,53,Positive only,70,0.6,0.0,0.0,1.0,0.0,0.0,0.0,0.62,0.25,0.28,0.19,0.08,0.17,0.17,0.17,0.0,0.83,0.0,0.62,0.58,0.09,0.0,0.09,0.32,0.0,0.11,0.08,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
668,71,China,Wuhan,55,Positive only,71,0.67,0.0,0.0,1.0,0.0,0.0,0.0,0.6,0.26,0.0,0.22,0.07,0.06,0.22,0.09,0.0,0.96,0.0,0.62,0.96,0.04,0.0,0.93,0.93,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
669,73,China,Wuhan,36,Positive only,69,0.69,0.0,0.0,1.0,0.0,0.0,0.11,0.58,0.19,0.14,0.11,0.03,0.0,0.22,0.08,0.0,0.94,0.0,0.78,0.58,0.0,0.22,0.03,0.47,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
670,74,Chile,Chile,922,Positive only,37,0.49,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.52,0.57,0.52,0.0,0.04,0.0,0.0,0.0,0.47,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0
671,75,USA,Nationwide,12,Positive only,18,0.67,0.0,0.0,0.0,0.0,0.0,0.08,0.17,0.08,0.17,0.08,0.0,0.08,0.0,0.0,0.33,0.58,0.0,0.67,0.08,0.25,0.0,0.0,0.42,0.0,0.08,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0
672,75,USA,Nationwide,7,Positive only,18,0.71,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.14,0.14,0.14,0.0,0.0,0.0,0.0,0.29,0.85,0.0,0.86,0.14,0.14,0.0,0.0,0.29,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
673,77,China,Wuhan,109,Positive only,55,0.54,0.0,0.0,1.0,0.0,0.0,0.0,0.34,0.11,0.0,0.04,0.0,0.0,0.06,0.09,0.0,0.83,0.0,0.62,0.0,0.0,0.0,0.0,0.57,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,1
674,77,China,Wuhan,56,Positive only,48,0.55,0.0,0.0,1.0,0.0,0.0,0.0,0.29,0.02,0.0,0.04,0.0,0.0,0.0,0.04,0.0,0.86,0.0,0.64,0.0,0.0,0.0,0.0,0.46,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0
675,77,China,Wuhan,53,Positive only,61,0.53,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.21,0.0,0.04,0.0,0.0,0.11,0.15,0.0,0.79,0.0,0.59,0.0,0.0,0.0,0.0,0.68,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,1
676,78,China,Nanjing,24,Positive only,36,0.33,0.0,0.0,1.0,0.0,0.0,0.04,0.08,0.08,0.04,0.0,0.0,0.0,0.04,0.04,0.0,0.21,0.0,0.08,0.0,0.0,0.0,0.0,0.08,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
677,78,China,Nanjing,5,Positive only,47,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.0,0.4,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
678,78,China,Nanjing,19,Positive only,35,0.42,0.0,0.0,1.0,0.0,0.0,0.05,0.11,0.11,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
679,80,China,Chongqing,51,Positive only,43,0.63,0.0,0.0,1.0,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.75,0.22,0.1,0.31,0.12,0.43,0.0,0.08,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0
680,80,China,Chongqing,44,Positive only,42,0.64,0.0,0.0,1.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.73,0.11,0.11,0.32,0.11,0.36,0.0,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
681,80,China,Chongqing,7,Positive only,52,0.57,0.0,0.0,1.0,0.0,0.0,0.0,0.14,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.86,0.86,0.0,0.29,0.14,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,1
682,81,China,Wuhan,110,Positive only,15,0.44,0.0,0.0,1.0,0.0,0.0,0.24,0.21,0.14,0.06,0.05,0.0,0.0,0.06,0.0,0.0,0.82,0.0,0.62,0.33,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
683,81,China,Wuhan,38,Positive only,23,0.63,0.0,0.0,1.0,0.0,0.0,0.24,0.39,0.21,0.08,0.11,0.0,0.0,0.08,0.0,0.0,0.87,0.0,0.55,0.39,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
684,81,China,Wuhan,72,Positive only,12,0.33,0.0,0.0,1.0,0.0,0.0,0.24,0.11,0.1,0.06,0.03,0.0,0.0,0.06,0.0,0.0,0.79,0.0,0.65,0.29,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
685,82,China,Chongqing,46,Positive only,9,0.52,0.0,0.0,1.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.81,0.02,0.19,0.38,0.07,0.19,0.07,0.05,0.02,0.1,0.0,0.0,0.07,0.0,0.09,0.0,0
686,82,China,Chongqing,14,Positive only,6,0.5,0.0,0.0,1.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.92,0.0,0.17,0.5,0.08,0.17,0.17,0.17,0.0,0.0,0.0,0.0,0.08,0.0,0.14,0.0,0
687,82,China,Chongqing,32,Positive only,10,0.53,0.0,0.0,1.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.77,0.07,0.2,0.33,0.07,0.2,0.03,0.0,0.03,0.13,0.0,0.0,0.07,0.0,0.06,0.0,0
688,83,China,0.0,64,Positive only,36,0.36,0.0,0.0,1.0,0.0,0.0,0.02,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.67,0.0,0.47,0.16,0.13,0.13,0.22,0.34,0.0,0.05,0.0,0.06,0.25,0.05,0.03,0.0,0.0,0.0,0
689,83,China,0.0,37,Positive only,38,0.46,0.0,0.0,1.0,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.68,0.0,0.46,0.19,0.08,0.14,0.22,0.38,0.0,0.03,0.0,0.05,0.32,0.03,0.05,0.0,0.0,0.0,0
690,83,China,0.0,25,Positive only,31,0.24,0.0,0.0,1.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.52,0.12,0.2,0.12,0.2,0.24,0.0,0.08,0.0,0.08,0.16,0.08,0.0,0.0,0.0,0.0,0
