,ID,Country,Province/State,Study Pop Size (N),Positive/negative cases,Mean Age,% Male,% White or European,% African American,% Asian,% Hispanic or Latino,% Multiple ethnicities or other,Smoking history,Hypertension,Diabetes,Cardiovascular Disease (incl. CAD),Chronic obstructive lung (COPD),Cancer (Any),Liver Disease (any),Cerebrovascular Disease,Chronic kidney/renal disease,Other,Fever (temperature ≥37·3°C),Respiratory rate > 24 breaths per min,Cough,Shortness of Breath (dyspnoea),Headache,Sputum (/Expectoration),Myalgia (Muscle Pain),Fatigue,Upper air-way congestion,Diarrhoea,Nausea or Vomiting,Loss of Appetite/Anorexia,Sore Throat/Stuffy Nose,Chills,Chest Pain,Loss of smell/taste,Disease Severity Asymptomatic,Mortality,Mortality_bin
899,16,China,Wuhan,41,Positive only,49,0.73,0.0,0.0,1.0,0.0,0.0,0.07,0.15,0.2,0.15,0.02,0.02,0.02,0.0,0.0,0.02,0.98,0.29,0.76,0.55,0.0,0.28,0.44,0.44,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,1
900,16,China,Wuhan,13,Positive only,50,0.85,0.0,0.0,1.0,0.0,0.0,0.0,0.15,0.08,0.23,0.08,0.0,0.0,0.0,0.0,0.0,1.0,0.62,0.85,0.92,0.0,0.38,0.54,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,1
901,16,China,Wuhan,28,Positive only,49,0.68,0.0,0.0,1.0,0.0,0.0,0.11,0.14,0.25,0.11,0.0,0.04,0.04,0.0,0.0,0.04,0.96,0.14,0.71,0.37,0.0,0.23,0.39,0.39,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0
902,17,China,Wuhan,99,Positive only,56,0.68,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.12,0.0,0.01,0.01,0.0,0.0,0.0,0.17,0.83,0.0,0.82,0.31,0.08,0.0,0.11,0.0,0.0,0.02,0.01,0.0,0.05,0.0,0.0,0.0,0.0,0.11,0
903,19,China,Wuhan,138,Positive only,56,0.54,0.0,0.0,1.0,0.0,0.0,0.0,0.31,0.1,0.15,0.03,0.07,0.03,0.05,0.03,0.01,0.99,0.0,0.59,0.31,0.07,0.27,0.35,0.7,0.0,0.1,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.04,0
904,19,China,Wuhan,36,Positive only,66,0.61,0.0,0.0,1.0,0.0,0.0,0.0,0.58,0.22,0.25,0.08,0.11,0.0,0.17,0.06,0.0,1.0,0.0,0.58,0.64,0.08,0.22,0.33,0.81,0.0,0.17,0.11,0.67,0.0,0.0,0.0,0.0,0.0,0.17,1
905,19,China,Wuhan,102,Positive only,51,0.52,0.0,0.0,1.0,0.0,0.0,0.0,0.22,0.06,0.11,0.01,0.06,0.04,0.01,0.02,0.02,0.98,0.0,0.6,0.2,0.06,0.28,0.35,0.66,0.0,0.08,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0
906,22,China,Northeast Chongqing,135,Positive only,46,0.53,0.0,0.0,1.0,0.0,0.0,0.07,0.1,0.09,0.05,0.0,0.03,0.02,0.0,0.0,0.0,0.89,0.0,0.77,0.13,0.33,0.09,0.33,0.33,0.0,0.13,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0
907,22,China,Northeast Chongqing,95,Positive only,42,0.55,0.0,0.0,1.0,0.0,0.0,0.08,0.09,0.03,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.9,0.0,0.71,0.1,0.24,0.05,0.26,0.26,0.0,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
908,22,China,Northeast Chongqing,40,Positive only,60,0.53,0.0,0.0,1.0,0.0,0.0,0.03,0.1,0.23,0.15,0.1,0.08,0.03,0.0,0.0,0.0,0.85,0.0,0.88,0.19,0.28,0.18,0.48,0.48,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0
909,23,China,Wuhan,17,Positive only,45,0.53,0.0,0.0,1.0,0.0,0.0,0.18,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.71,0.0,0.77,0.0,0.0,0.18,0.24,0.47,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
910,23,China,Wuhan,5,Positive only,35,0.8,0.0,0.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.0,0.6,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
911,23,China,Wuhan,12,Positive only,49,0.42,0.0,0.0,1.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.67,0.0,0.83,0.0,0.0,0.25,0.17,0.42,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
912,24,China,Wuhan,48,Positive and Negative/Unconfirmed,71,0.69,0.0,0.0,1.0,0.0,0.0,0.0,0.67,0.21,0.27,0.0,0.0,0.0,0.0,0.1,0.15,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,1
913,24,China,Wuhan,17,Positive only,79,0.71,0.0,0.0,1.0,0.0,0.0,0.0,0.71,0.29,0.24,0.0,0.0,0.0,0.0,0.29,0.18,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
914,24,China,Wuhan,31,Positive and Negative/Unconfirmed,66,0.68,0.0,0.0,1.0,0.0,0.0,0.0,0.65,0.16,0.29,0.0,0.0,0.0,0.0,0.0,0.13,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
915,25,USA,Washington,21,Positive only,70,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.0,0.0,0.0,0.48,0.43,0.52,0.0,0.48,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1
916,26,Singapore,Singapore,18,Positive only,50,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.28,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.83,0.11,0.0,0.0,0.0,0.0,0.0,0.17,0.22,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0
917,26,Singapore,Singapore,12,Positive only,41,0.58,0.0,0.0,1.0,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.83,0.08,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0
918,26,Singapore,Singapore,6,Positive only,59,0.33,0.0,0.0,1.0,0.0,0.0,0.0,0.67,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.83,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0
919,28,China,Wuhan,201,Positive only,51,0.64,0.0,0.0,1.0,0.0,0.0,0.0,0.19,0.11,0.04,0.03,0.01,0.04,0.0,0.01,0.07,0.94,0.0,0.81,0.0,0.0,0.0,0.32,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,1
920,28,China,Wuhan,84,Positive only,59,0.71,0.0,0.0,1.0,0.0,0.0,0.0,0.27,0.19,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.81,0.0,0.0,0.0,0.32,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,1
921,28,China,Wuhan,117,Positive only,47,0.58,0.0,0.0,1.0,0.0,0.0,0.0,0.14,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.82,0.0,0.0,0.0,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
922,32,China,Beijing,262,Positive only,16,0.49,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.46,0.07,0.07,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0
923,32,China,Beijing,46,Positive only,20,0.57,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.54,0.33,0.07,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0
924,32,China,Beijing,216,Positive only,15,0.47,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.44,0.01,0.07,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
925,38,China,Shanghai,249,Positive only,51,0.51,0.0,0.0,1.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.87,0.0,0.37,0.08,0.11,0.0,0.0,0.16,0.0,0.03,0.0,0.03,0.06,0.0,0.0,0.0,0.03,0.01,0
926,40,China,Changzhou,15,Positive only,38,0.67,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.33,0.13,0.0,0.2,0.27,0.07,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
927,40,China,Changzhou,17,Positive only,36,0.41,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.06,0.12,0.0,0.0,0.0,0.0,0.06,0.0,0.59,0.0,0.53,0.06,0.0,0.35,0.12,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
928,40,China,Changzhou,19,Positive only,51,0.42,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16,0.16,0.05,0.0,0.05,0.0,0.0,0.05,0.68,0.0,0.47,0.05,0.0,0.21,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
929,42,China,Shandong,537,Positive only,0,0.56,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.36,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
930,44,China,Hubei,463,Positive only,17,0.53,0.0,0.0,1.0,0.0,0.0,0.0,0.23,0.09,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.77,0.42,0.13,0.32,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
931,44,China,Hubei,282,Positive only,50,0.51,0.0,0.0,1.0,0.0,0.0,0.0,0.19,0.07,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.75,0.4,0.05,0.29,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
932,44,China,Hubei,181,Positive only,55,0.55,0.0,0.0,1.0,0.0,0.0,0.0,0.29,0.11,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.8,0.45,0.06,0.35,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
933,47,China,Chongqing,223,Positive only,47,0.47,0.0,0.0,1.0,0.0,0.0,0.16,0.11,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.53,0.03,0.51,0.07,0.05,0.12,0.05,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
934,47,China,Chongqing,192,Positive only,45,0.45,0.0,0.0,1.0,0.0,0.0,0.16,0.11,0.05,0.01,0.01,0.0,0.0,0.0,0.0,0.04,0.48,0.01,0.5,0.0,0.05,0.1,0.05,0.05,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
935,47,China,Chongqing,31,Positive only,56,0.58,0.0,0.0,1.0,0.0,0.0,0.16,0.13,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.87,0.16,0.58,0.48,0.03,0.23,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
936,54,China,Various,9,Positive only,1,0.22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.22,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0
937,59,China,Wuhan,82,Positive only,73,0.66,0.0,0.0,1.0,0.0,0.0,0.0,0.56,0.18,0.21,0.15,0.07,0.02,0.12,0.07,0.12,0.78,0.0,0.65,0.63,0.0,0.0,0.0,0.46,0.0,0.12,0.02,0.0,0.05,0.0,0.0,0.0,0.0,1.0,1
938,60,China,Jiangxi,11,Positive only,0,0.36,0.0,0.0,1.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.36,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
939,60,China,Jiangxi,2,Positive only,31,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
940,60,China,Jiangxi,9,Positive only,43,0.33,0.0,0.0,1.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.33,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
941,61,China,Two provinces,62,Positive only,15,0.52,0.0,0.0,1.0,0.0,0.0,0.25,0.14,0.05,0.02,0.03,0.01,0.03,0.01,0.0,0.0,0.79,0.0,0.6,0.05,0.08,0.16,0.24,0.24,0.05,0.11,0.0,0.0,0.08,0.0,0.0,0.0,0.05,0.0,0
942,63,China,Wuhan,403,Positive only,56,0.48,0.0,0.0,1.0,0.0,0.0,0.07,0.28,0.14,0.09,0.07,0.0,0.0,0.1,0.02,0.1,0.79,0.0,0.1,0.02,0.0,0.0,0.01,0.04,0.0,0.01,0.01,0.0,0.02,0.0,0.0,0.0,0.0,0.25,1
943,63,China,Wuhan,100,Positive only,71,0.57,0.0,0.0,1.0,0.0,0.0,0.09,0.6,0.25,0.16,0.17,0.0,0.0,0.22,0.03,0.22,0.87,0.0,0.04,0.02,0.0,0.0,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
944,63,China,Wuhan,303,Positive only,49,0.45,0.0,0.0,1.0,0.0,0.0,0.07,0.18,0.11,0.07,0.04,0.0,0.0,0.06,0.01,0.06,0.77,0.0,0.12,0.02,0.0,0.0,0.01,0.04,0.0,0.01,0.01,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0
945,64,China,Qingdao/Wuhan,74,Positive only,6,0.59,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.32,0.03,0.03,0.03,0.0,0.07,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.41,0.0,0
946,67,China,Wuhan,82,Positive only,3,0.62,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.62,0.0,0.62,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0
947,69,China,Shenzhen,6,Positive only,46,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.33,0.17,0.0,0.0,0.17,0.0,0.0,0.0,0.17,0.83,0.0,0.83,0.0,0.0,0.0,0.5,0.5,0.17,0.33,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0
948,69,China,Shenzhen,1,Positive only,65,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
949,69,China,Shenzhen,1,Positive only,66,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
950,69,China,Shenzhen,1,Positive only,37,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
951,69,China,Shenzhen,1,Positive only,36,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
952,69,China,Shenzhen,1,Positive only,10,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
953,69,China,Shenzhen,1,Positive only,63,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
954,70,China,Wuhan,101,Positive only,70,0.59,0.0,0.0,1.0,0.0,0.0,0.0,0.58,0.22,0.24,0.14,0.07,0.18,0.13,0.11,0.0,0.81,0.0,0.55,0.58,0.05,0.0,0.06,0.36,0.0,0.1,0.03,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
955,70,China,Wuhan,48,Positive only,70,0.58,0.0,0.0,1.0,0.0,0.0,0.0,0.54,0.19,0.19,0.08,0.06,0.19,0.08,0.04,0.0,0.79,0.0,0.48,0.58,0.02,0.0,0.02,0.4,0.0,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
956,70,China,Wuhan,53,Positive only,70,0.6,0.0,0.0,1.0,0.0,0.0,0.0,0.62,0.25,0.28,0.19,0.08,0.17,0.17,0.17,0.0,0.83,0.0,0.62,0.58,0.09,0.0,0.09,0.32,0.0,0.11,0.08,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
957,71,China,Wuhan,55,Positive only,71,0.67,0.0,0.0,1.0,0.0,0.0,0.0,0.6,0.26,0.0,0.22,0.07,0.06,0.22,0.09,0.0,0.96,0.0,0.62,0.96,0.04,0.0,0.93,0.93,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
958,73,China,Wuhan,36,Positive only,69,0.69,0.0,0.0,1.0,0.0,0.0,0.11,0.58,0.19,0.14,0.11,0.03,0.0,0.22,0.08,0.0,0.94,0.0,0.78,0.58,0.0,0.22,0.03,0.47,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
959,74,Chile,Chile,922,Positive only,37,0.49,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.52,0.57,0.52,0.0,0.04,0.0,0.0,0.0,0.47,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0
960,75,USA,Nationwide,12,Positive only,18,0.67,0.0,0.0,0.0,0.0,0.0,0.08,0.17,0.08,0.17,0.08,0.0,0.08,0.0,0.0,0.33,0.58,0.0,0.67,0.08,0.25,0.0,0.0,0.42,0.0,0.08,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0
961,75,USA,Nationwide,7,Positive only,18,0.71,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.14,0.14,0.14,0.0,0.0,0.0,0.0,0.29,0.85,0.0,0.86,0.14,0.14,0.0,0.0,0.29,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
962,77,China,Wuhan,109,Positive only,55,0.54,0.0,0.0,1.0,0.0,0.0,0.0,0.34,0.11,0.0,0.04,0.0,0.0,0.06,0.09,0.0,0.83,0.0,0.62,0.0,0.0,0.0,0.0,0.57,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,1
963,77,China,Wuhan,56,Positive only,48,0.55,0.0,0.0,1.0,0.0,0.0,0.0,0.29,0.02,0.0,0.04,0.0,0.0,0.0,0.04,0.0,0.86,0.0,0.64,0.0,0.0,0.0,0.0,0.46,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0
964,77,China,Wuhan,53,Positive only,61,0.53,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.21,0.0,0.04,0.0,0.0,0.11,0.15,0.0,0.79,0.0,0.59,0.0,0.0,0.0,0.0,0.68,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,1
965,78,China,Nanjing,24,Positive only,36,0.33,0.0,0.0,1.0,0.0,0.0,0.04,0.08,0.08,0.04,0.0,0.0,0.0,0.04,0.04,0.0,0.21,0.0,0.08,0.0,0.0,0.0,0.0,0.08,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
966,78,China,Nanjing,5,Positive only,47,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.0,0.4,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
967,78,China,Nanjing,19,Positive only,35,0.42,0.0,0.0,1.0,0.0,0.0,0.05,0.11,0.11,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
968,80,China,Chongqing,51,Positive only,43,0.63,0.0,0.0,1.0,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.75,0.22,0.1,0.31,0.12,0.43,0.0,0.08,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0
969,80,China,Chongqing,44,Positive only,42,0.64,0.0,0.0,1.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.73,0.11,0.11,0.32,0.11,0.36,0.0,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
970,80,China,Chongqing,7,Positive only,52,0.57,0.0,0.0,1.0,0.0,0.0,0.0,0.14,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.86,0.86,0.0,0.29,0.14,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,1
971,81,China,Wuhan,110,Positive only,15,0.44,0.0,0.0,1.0,0.0,0.0,0.24,0.21,0.14,0.06,0.05,0.0,0.0,0.06,0.0,0.0,0.82,0.0,0.62,0.33,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
972,81,China,Wuhan,38,Positive only,23,0.63,0.0,0.0,1.0,0.0,0.0,0.24,0.39,0.21,0.08,0.11,0.0,0.0,0.08,0.0,0.0,0.87,0.0,0.55,0.39,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
973,81,China,Wuhan,72,Positive only,12,0.33,0.0,0.0,1.0,0.0,0.0,0.24,0.11,0.1,0.06,0.03,0.0,0.0,0.06,0.0,0.0,0.79,0.0,0.65,0.29,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
974,82,China,Chongqing,46,Positive only,9,0.52,0.0,0.0,1.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.81,0.02,0.19,0.38,0.07,0.19,0.07,0.05,0.02,0.1,0.0,0.0,0.07,0.0,0.09,0.0,0
975,82,China,Chongqing,14,Positive only,6,0.5,0.0,0.0,1.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.92,0.0,0.17,0.5,0.08,0.17,0.17,0.17,0.0,0.0,0.0,0.0,0.08,0.0,0.14,0.0,0
976,82,China,Chongqing,32,Positive only,10,0.53,0.0,0.0,1.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.77,0.07,0.2,0.33,0.07,0.2,0.03,0.0,0.03,0.13,0.0,0.0,0.07,0.0,0.06,0.0,0
977,83,China,0.0,64,Positive only,36,0.36,0.0,0.0,1.0,0.0,0.0,0.02,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.67,0.0,0.47,0.16,0.13,0.13,0.22,0.34,0.0,0.05,0.0,0.06,0.25,0.05,0.03,0.0,0.0,0.0,0
978,83,China,0.0,37,Positive only,38,0.46,0.0,0.0,1.0,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.68,0.0,0.46,0.19,0.08,0.14,0.22,0.38,0.0,0.03,0.0,0.05,0.32,0.03,0.05,0.0,0.0,0.0,0
979,83,China,0.0,25,Positive only,31,0.24,0.0,0.0,1.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.52,0.12,0.2,0.12,0.2,0.24,0.0,0.08,0.0,0.08,0.16,0.08,0.0,0.0,0.0,0.0,0
980,85,China,Wuhan,104,Positive only,43,0.47,0.0,0.0,1.0,0.0,0.0,0.04,0.14,0.12,0.07,0.01,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.76,0.14,0.0,0.38,0.19,0.32,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0
981,85,China,Wuhan,48,Positive only,40,0.46,0.0,0.0,1.0,0.0,0.0,0.02,0.13,0.15,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.75,0.19,0.0,0.29,0.27,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
982,85,China,Wuhan,56,Positive only,44,0.48,0.0,0.0,1.0,0.0,0.0,0.05,0.16,0.09,0.11,0.02,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.77,0.11,0.0,0.45,0.13,0.3,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0
983,86,Scotland,0.0,1,Positive only,51,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
